country_code year quarter vessel_length fishing_tech gear_type target_assemblage mesh_size_range metier supra_region sub_region eez_indicator geo_indicator specon_tech deep species rectangle_type rectangle_lat rectangle_lon c_square totwghtlandg totvallandg confidential
577 IOM 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 225.8889 678913.139726 N
578 IOM 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 0.96 2864.657664 N
579 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -5.5 NA 7.05 26634.737871 N
580 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -4.5 NA 0.84 2098.307484 N
581 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -6.5 NA 5.8245 37409.434903 N
582 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -5.5 NA 46.0751 288232.746567 N
583 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.25 -6.5 NA 1.83 5632.673823 N
584 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.25 -5.5 NA 0.63 1986.745887 N
585 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.75 -6.5 NA 1.05 3026.405025 N
586 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA QSC 05*1 53.75 -4.5 NA 1.29 2041.33986 N
587 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA QSC 05*1 54.25 -4.5 NA 10.1482 17293.449119 N
588 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SCE 05*1 49.75 -5.5 NA 0.64 651.05856 N
589 IOM 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SCE 05*1 50.25 -4.5 NA 0.88 2357.374536 N
590 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -6.5 NA 3.5368 6076.817834 N
591 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -5.5 NA 5.559 16809.237202 N
592 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -5.5 NA 5.966 17814.001638 N
593 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA QSC 05*1 53.75 -4.5 NA 0.592 1003.71528 N
594 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 23.4024 65564.676871 N
595 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -5.5 NA 0.5089 1507.064929 N
596 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA QSC 05*1 54.25 -4.5 NA 4.6325 8659.949186 N
597 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 391.5779 1096703.493844 N
598 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 4.5526 13990.585811 N
599 IOM 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -4.5 NA 0.2475 630.238249 N
600 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -4.5 NA 0.14 485.807238 N
601 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -3.5 NA 10.4975 34169.395634 N
602 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -5.5 NA 1.838 5727.461619 N
603 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 65.8695 205893.822154 N
604 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -3.5 NA 1.136 3402.685224 N
605 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -5.5 NA 10.3009 30903.353586 N
606 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 68.4498 208940.798821 N
607 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 55.8549 154272.078421 N
608 NIR 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -4.5 NA 0.8007 1974.832419 N
609 NIR 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -5.5 NA 0.58 1776.621258 N
610 NIR 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -5.5 NA 3.8831 12852.088127 N
611 NIR 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 63.7489 195981.523397 N
612 NIR 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA NEP 05*1 54.25 -5.5 NA 0.3475 1030.66187 N
613 NIR 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -5.5 NA 10.4275 32973.753716 N
614 NIR 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 21.09 43481.002445 N
615 NIR 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 3.01 9538.912152 N
616 NIR 2018 1 VL1218 FPO DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -4.5 NA 1.2124 3823.533546 N
617 NIR 2018 1 VL1218 FPO DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 15.938 50617.225933 N
618 NIR 2018 1 VL1218 FPO DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 4.8623 16082.830593 N
619 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -6.5 NA 9.1216 23492.83777 N
620 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -5.5 NA 0.4004 991.146232 N
621 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -6.5 NA 1.5792 4087.619174 N
622 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -5.5 NA 0.4004 991.146232 N
623 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 52.25 -6.5 NA 8.321 18058.194259 N
624 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -5.5 NA 4.9429 10789.159346 N
625 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -3.5 NA 1.715 4788.049675 N
626 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 93.9309 292330.538078 N
627 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -5.5 NA 1.6433 4752.331879 N
628 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 32.4611 96945.306631 N
629 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 16.0406 46609.225794 N
630 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SCE 05*1 49.75 -5.5 NA 0.91 2345.167188 N
631 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA ANF 05*1 50.25 -4.5 NA 0.0265 92.063749 N
632 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA PLE 05*1 50.25 -4.5 NA 0.0012 3.130958 N
633 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SCE 05*1 50.25 -4.5 NA 7.2589 18643.559202 N
634 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA TUR 05*1 50.25 -4.5 NA 0.0034 46.986986 N
635 NIR 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.F NA NGI NK NA SCE 05*1 50.25 -5.5 NA 0.708 1824.591614 N
636 NIR 2018 2 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA ANF 05*1 53.75 -5.5 NA 0.0018 4.408209 N
637 NIR 2018 2 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA NEP 05*1 53.75 -5.5 NA 0.052 146.555994 N
638 NIR 2018 2 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 21.2698 61163.00693 N
639 NIR 2018 2 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA NEP 05*1 54.25 -5.5 NA 0.5499 1561.511961 N
640 NIR 2018 2 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 2.8891 8541.89961 N
641 NIR 2018 2 VL1218 FPO DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 17.2938 49947.483348 N
642 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA CTL 05*1 49.75 -0.5 NA 0.0348 124.77492 N
643 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA SCE 05*1 49.75 -0.5 NA 7.3595 19571.1368 N
644 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA SCE 05*1 50.25 -0.5 NA 5.5036 14059.27051 N
645 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA CTL 05*1 50.25 0.5 NA 0.18 850.445244 N
646 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA SCE 05*1 50.25 0.5 NA 21.1481 53099.284965 N
647 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA SCE 05*1 50.75 -0.5 NA 0.07 197.80425 N
648 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -6.5 NA 35.8923 85720.597191 N
649 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -5.5 NA 1.1873 2794.295866 N
650 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -6.5 NA 1.2177 2728.330974 N
651 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -5.5 NA 1.445 3572.141299 N
652 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA QSC 05*1 53.25 -5.5 NA 0.093 150.319926 N
653 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA QSC 05*1 53.75 -5.5 NA 0.396 644.547974 N
654 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 0.486 1219.514065 N
655 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA ANF 05*1 50.25 -4.5 NA 0.0407 146.736844 N
656 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA CRE 05*1 50.25 -4.5 NA 0.0516 71.582532 N
657 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA GUX 05*1 50.25 -4.5 NA 0.0011 1.028582 N
658 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA JOD 05*1 50.25 -4.5 NA 0.0012 3.978691 N
659 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA LEM 05*1 50.25 -4.5 NA 0.0039 24.188634 N
660 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA PLE 05*1 50.25 -4.5 NA 0.0075 18.684024 N
661 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SCE 05*1 50.25 -4.5 NA 15.208 37591.149187 N
662 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SOL 05*1 50.25 -4.5 NA 0.0215 286.567494 N
663 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA TUR 05*1 50.25 -4.5 NA 7e-04 9.686756 N
664 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA ANF 05*1 50.25 -3.5 NA 0.054 192.876098 N
665 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA CTL 05*1 50.25 -3.5 NA 0.0212 95.850288 N
666 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA PLE 05*1 50.25 -3.5 NA 0.0055 13.484598 N
667 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SCE 05*1 50.25 -3.5 NA 6.483 16097.21944 N
668 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SOL 05*1 50.25 -3.5 NA 3e-04 4.543846 N
669 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA TUR 05*1 50.25 -3.5 NA 0.1226 1508.138723 N
670 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA SCE 05*1 50.25 -2.5 NA 4.638 10904.145782 N
671 NIR 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA TUR 05*1 50.25 -2.5 NA 0.109 1204.91046 N
672 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA SCE 05*1 50.25 -0.5 NA 1.1592 3079.100077 N
673 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA CTL 05*1 50.25 0.5 NA 0.855 4040.632188 N
674 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA SCE 05*1 50.25 0.5 NA 49.409 132512.898825 N
675 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA CTL 05*1 50.75 0.5 NA 0.09 422.170785 N
676 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA SCE 05*1 50.75 0.5 NA 4.1416 11001.465473 N
677 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -6.5 NA 1.5069 3036.724755 N
678 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -6.5 NA 2.5808 5074.300683 N
679 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 52.25 -4.5 NA 3.0534 8479.246527 N
680 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA ANF 05*1 53.25 -4.5 NA 0.0032 10.783157 N
681 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -4.5 NA 0.4537 1236.140925 N
682 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -5.5 NA 0.69 2160.361503 N
683 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA ANF 05*1 53.75 -4.5 NA 0.0156 52.118594 N
684 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 6.6824 18174.40143 N
685 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -5.5 NA 5.4862 11566.823929 N
686 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 37.9331 112860.447173 N
687 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 59.4461 181529.470161 N
688 NIR 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -4.5 NA 3.0648 9284.581098 N
689 NIR 2018 4 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 6.5037 17644.862498 N
690 NIR 2018 4 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -5.5 NA 31.7917 98191.815589 N
691 NIR 2018 4 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -4.5 NA 26.2808 74929.075026 N
692 NIR 2018 4 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 5.5233 16740.908379 N
693 NIR 2018 4 VL1218 FPO DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 54.25 -5.5 NA 0.037 129.228342 N
694 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA SCE 05*1 57.75 -3.5 NA 0.6475 2342.00232 N
695 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA QSC 05*1 60.25 -1.5 NA 0.275 248.6682 N
696 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA SCE 05*1 60.25 -1.5 NA 49.008 158578.261857 N
697 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA QSC 05*1 60.25 -0.5 NA 0.25 274.100175 N
698 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA SCE 05*1 60.25 -0.5 NA 35.7567 102804.405402 N
699 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA SCE 05*1 60.75 -1.5 NA 44.438 124949.655478 N
700 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA SCE 05*1 60.75 -0.5 NA 10.838 30088.377469 N
701 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 54.25 -0.5 NA 19.136 60114.599192 N
702 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 54.25 0.5 NA 8.4989 26040.872997 N
703 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 54.75 -0.5 NA 3.0502 10051.903345 N
704 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 55.25 -1.5 NA 0.147 435.327593 N
705 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 55.25 -0.5 NA 0.0429 126.922509 N
706 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 55.75 -2.5 NA 0.5444 1612.059425 N
707 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 55.75 -1.5 NA 11.1898 33137.59215 N
708 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 56.25 -2.5 NA 0.12 515.42136 N
709 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 56.75 -2.5 NA 12.52 45003.631743 N
710 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA SCE 05*1 57.25 -1.5 NA 1.224 3580.82208 N
711 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 54.75 -5.5 NA 13.9709 48719.575433 N
712 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.25 -5.5 NA 5.36 16487.402452 N
713 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -6.5 NA 11.8098 35077.497991 N
714 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 55.75 -5.5 NA 46.6193 152083.380046 N
715 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.25 -6.5 NA 3.4565 9895.909262 N
716 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.25 -5.5 NA 15.3825 49267.816642 N
717 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.75 -7.5 NA 6.6677 18093.245172 N
718 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.75 -6.5 NA 77.1805 212029.438715 N
719 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 56.75 -5.5 NA 3.422 9216.073009 N
720 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 57.25 -7.5 NA 17.9051 51833.42819 N
721 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 57.25 -6.5 NA 7.3193 20804.824953 N
722 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 57.25 -5.5 NA 19.397 59186.151255 N
723 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 57.75 -7.5 NA 1.309 3957.21531 N
724 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 57.75 -6.5 NA 42.6822 125152.873957 N
725 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA SCE 05*1 58.25 -6.5 NA 6.08 17704.655897 N
726 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.25 -3.5 NA 0.001 2.972715 N
727 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA SCE 05*1 53.75 -4.5 NA 39.4073 131951.982488 N
