country_code year quarter vessel_length fishing_tech gear_type target_assemblage mesh_size_range metier supra_region sub_region eez_indicator geo_indicator specon_tech deep rectangle_type rectangle_lat rectangle_lon c_square totfishdays confidential
159 NIR 2018 4 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -5.5 NA 52 N
160 NIR 2018 4 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -4.5 NA 39 N
161 NIR 2018 4 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -5.5 NA 10 N
162 NIR 2018 4 VL1218 FPO DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -5.5 NA 1 N
163 SCO 2018 1 VL1218 DRB DRB NK NA NK NAO 27.6.A NA NGI NK NA 05*1 54.75 -5.5 NA 1 N
164 SCO 2018 1 VL1218 DRB DRB NK NA NK NAO 27.6.A NA NGI NK NA 05*1 55.25 -5.5 NA 1 N
165 SCO 2018 1 VL1218 DRB DRB NK NA NK NAO 27.6.A NA NGI NK NA 05*1 57.75 -7.5 NA 0.5 N
166 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 57.75 -3.5 NA 1 N
167 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -1.5 NA 76.5 N
168 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -0.5 NA 57.5 N
169 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -1.5 NA 54 N
170 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -0.5 NA 14 N
171 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 -0.5 NA 30.5 N
172 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 0.5 NA 12 N
173 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.75 -0.5 NA 6.5 N
174 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 55.25 -1.5 NA 1 N
175 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 55.25 -0.5 NA 1 N
176 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 55.75 -2.5 NA 4 N
177 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 55.75 -1.5 NA 16 N
178 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.25 -2.5 NA 1 N
179 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.75 -2.5 NA 35 N
180 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 57.25 -1.5 NA 3 N
181 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 54.75 -5.5 NA 30 N
182 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -5.5 NA 11 N
183 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.75 -6.5 NA 29 N
184 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.75 -5.5 NA 102.25 N
185 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.25 -6.5 NA 10 N
186 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.25 -5.5 NA 38.75 N
187 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -7.5 NA 7.5 N
188 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -6.5 NA 146 N
189 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -5.5 NA 11 N
190 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -7.5 NA 35 N
191 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -6.5 NA 9.5 N
192 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -5.5 NA 43 N
193 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.75 -7.5 NA 2 N
194 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.75 -6.5 NA 57.5 N
195 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 58.25 -6.5 NA 13 N
196 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.25 -3.5 NA 3 N
197 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.75 -4.5 NA 56 N
198 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -5.5 NA 16 N
199 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -4.5 NA 114 N
200 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -5.5 NA 20.5 N
201 SCO 2018 1 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -4.5 NA 20.5 N
202 SCO 2018 1 VL1218 DTS DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.75 -5.5 NA 2 N
203 SCO 2018 1 VL1218 FPO DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.75 -3.5 NA 4 N
204 SCO 2018 1 VL1218 FPO DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.75 -2.5 NA 2 N
205 SCO 2018 1 VL1218 MGP DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.75 -4.5 NA 11 N
206 SCO 2018 1 VL1218 MGP DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -4.5 NA 32 N
207 SCO 2018 1 VL1218 MGP DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -5.5 NA 6 N
208 SCO 2018 2 VL1218 DRB DRB NK NA NK NAO 27.7.A NA NGI NK NA 05*1 53.75 -4.5 NA 1 N
209 SCO 2018 2 VL1218 DRB DRB NK NA NK NAO 27.7.A NA NGI NK NA 05*1 54.75 -4.5 NA 2 N
210 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 57.75 -3.5 NA 2 N
211 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 59.75 -1.5 NA 38 N
212 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -1.5 NA 93 N
213 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -0.5 NA 31 N
214 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -1.5 NA 41 N
215 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -0.5 NA 12 N
216 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 -0.5 NA 30 N
217 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 0.5 NA 6 N
218 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.75 -0.5 NA 9 N
219 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 55.75 -2.5 NA 23 N
220 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 55.75 -1.5 NA 9.5 N
221 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.25 -3.5 NA 1 N
222 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.25 -2.5 NA 50 N
223 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.75 -2.5 NA 58.5 N
224 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 54.75 -5.5 NA 3 N
225 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -6.5 NA 2 N
226 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -5.5 NA 58.5 N
227 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -4.5 NA 0.5 N
228 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.75 -6.5 NA 33.5 N
229 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.75 -5.5 NA 79.5 N
230 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.25 -6.5 NA 2 N
231 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.25 -5.5 NA 35 N
232 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -7.5 NA 13 N
233 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -6.5 NA 131.5 N
234 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -5.5 NA 13 N
235 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -7.5 NA 51 N
236 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -6.5 NA 27.5 N
237 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -5.5 NA 46 N
238 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.75 -7.5 NA 1 N
239 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.75 -6.5 NA 86 N
240 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 58.25 -6.5 NA 5 N
241 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 58.25 -5.5 NA 11 N
242 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 58.75 -4.5 NA 1 N
243 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.75 -5.5 NA 1 N
244 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.75 -4.5 NA 81.5 N
245 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.75 -3.5 NA 1 N
246 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -5.5 NA 4 N
247 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -4.5 NA 92.8333333333 N
248 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -5.5 NA 6.3333333333 N
249 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -4.5 NA 10.3333333333 N
250 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA 05*1 49.75 -5.5 NA 3 N
251 SCO 2018 2 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.E NA NGI NK NA 05*1 50.25 -4.5 NA 49 N
252 SCO 2018 2 VL1218 FPO DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.75 -3.5 NA 23.5 N
253 SCO 2018 2 VL1218 FPO DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.75 -2.5 NA 16.5 N
254 SCO 2018 2 VL1218 MGP DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.75 -4.5 NA 3 N
255 SCO 2018 2 VL1218 MGP DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -4.5 NA 2 N
256 SCO 2018 2 VL1218 MGP DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -5.5 NA 1 N
257 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 57.75 -2.5 NA 1.1666666667 N
258 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 57.75 -1.5 NA 2 N
259 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 57.75 -0.5 NA 2.8333333333 N
260 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.25 -2.5 NA 3 N
261 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 59.25 -2.5 NA 1 N
262 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 59.75 -1.5 NA 3 N
263 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 59.75 -0.5 NA 0.5 N
264 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -1.5 NA 103.5 N
265 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -0.5 NA 22.5 N
266 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -1.5 NA 10 N
267 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -0.5 NA 16 N
268 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 -0.5 NA 24 N
269 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 0.5 NA 1 N
270 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.75 -0.5 NA 14.5 N
271 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 55.75 -1.5 NA 1 N
272 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.25 -2.5 NA 36.5 N
273 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.75 -2.5 NA 36.5 N
274 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.75 -1.5 NA 1 N
275 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 57.25 -1.5 NA 3 N
276 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 49.75 -0.5 NA 2 N
277 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.25 -0.5 NA 1 N
278 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.25 0.5 NA 22 N
279 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.75 -0.5 NA 1 N
280 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.75 0.5 NA 13 N
281 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -5.5 NA 46 N
282 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -4.5 NA 3 N
283 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.75 -6.5 NA 7 N
284 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.75 -5.5 NA 48 N
285 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.25 -6.5 NA 8 N
286 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.25 -5.5 NA 32 N
287 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -7.5 NA 20 N
288 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -6.5 NA 154 N
289 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 56.75 -5.5 NA 17 N
290 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -7.5 NA 27 N
291 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -6.5 NA 23 N
292 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.25 -5.5 NA 37 N
293 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.75 -7.5 NA 11 N
294 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.75 -6.5 NA 85 N
295 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 57.75 -5.5 NA 1 N
296 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 58.25 -6.5 NA 5 N
297 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 58.25 -5.5 NA 9 N
298 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 58.75 -4.5 NA 1 N
299 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 53.75 -4.5 NA 3 N
300 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.25 -4.5 NA 23 N
301 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -5.5 NA 4 N
302 SCO 2018 3 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.7.A NA NGI NK NA 05*1 54.75 -4.5 NA 4 N
303 SCO 2018 3 VL1218 FPO DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.75 -3.5 NA 8 N
304 SCO 2018 3 VL1218 FPO DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.75 -2.5 NA 6 N
305 SCO 2018 4 VL1218 DRB DRB NK NA NK NAO 27.6.A NA NGI NK NA 05*1 58.75 -4.5 NA 1 N
306 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 57.75 -3.5 NA 1 N
307 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 57.75 -2.5 NA 2 N
308 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 58.75 -3.5 NA 2 N
309 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 59.75 -1.5 NA 1 N
310 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -1.5 NA 62 N
311 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.25 -0.5 NA 44 N
312 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -1.5 NA 62 N
313 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.A NA NGI NK NA 05*1 60.75 -0.5 NA 8 N
314 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 -0.5 NA 5.5 N
315 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.25 0.5 NA 2 N
316 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 54.75 -0.5 NA 8.5 N
317 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.25 -3.5 NA 1 N
318 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.25 -2.5 NA 7.5 N
319 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 56.75 -2.5 NA 12.5 N
320 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.4.B NA NGI NK NA 05*1 57.25 -1.5 NA 1 N
321 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 49.75 -0.5 NA 1 N
322 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.25 0.5 NA 15 N
323 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.25 1.5 NA 1 N
324 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.75 -0.5 NA 2 N
325 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.75 0.5 NA 20 N
326 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_>=0_0_0 NAO 27.7.D NA NGI NK NA 05*1 50.75 1.5 NA 2 N
327 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 54.75 -5.5 NA 0.5 N
328 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -6.5 NA 6 N
329 SCO 2018 4 VL1218 DRB DRB MOL NA DRB_MOL_0_0_0 NAO 27.6.A NA NGI NK NA 05*1 55.25 -5.5 NA 40 N
